Manufacturer,Part_no,Name,Description,Image,Quantity,Price,Weight,UPC,Condition,
"Vextra","VX3125 RB","Vextra VX3125 AM/FM Cassette Player","","http://www.2cis.com/images/Vextra_VX3125.jpg","37","5.13970000","1.00","","Refurbished",
"Emerson","IM90 RB","Emerson IM90 Portable Ice Maker","<p>Never run out of ice again with the Emerson portable ice maker. Produce up to 26 pounds of ice a day with 3 different cube sizes to choose from. The ice maker can store up to 2.2 pounds of ice in the removable basket before it needs to be emptied. Ice scoop included.</p>","http://www.2cis.com/images/Emerson_IM90.jpg","30","102.98970000","32.00","","Refurbished",
"Memorex","MC7101 RB","Memorex MC7101 Clock Radio With CD","","http://www.2cis.com/images/Memorex_MC7101.jpg","91","20.58970000","1.00","","Refurbished",
"Samsung","TL205BK RB","Samsung TL205 - 12.2 Megapixel, 3x Optical Zoom Dual LCD Digital","","http://www.2cis.com/images/Samsung_TL205.jpg","2","72.08970000","1.00","","Refurbished",
"Uniden","DECT14803 RB","Uniden DECT1480-3 DECT 6.0 Cordless Digital Answering","","http://www.2cis.com/images/Uniden_DECT1480-3.jpg","7","48.39970000","3.00","","Refurbished",
"Uniden","DECT4086 RB","Uniden DECT4086 - 1.9GHz 2 Line Cordless Digital Answering Syste","","http://www.2cis.com/images/Uniden_DECT4086.jpg","15","51.48970000","2.00","","Refurbished",
"Uniden","DECT4096 RB","Uniden DECT4096 - DECT 6.0 2 Line Corder/cordless Phone","","http://www.2cis.com/images/Uniden_DECT4096.jpg","48","61.78970000","2.00","","Refurbished",
"Panasonic","DMCFH27S RB","Panasonic Lumix DMC-FH27 - 16.1 megapixel, 8x Optical Zoom Digit","<p>New Panasonic LUMIX FH27 Packs Powerful Features, Including Touch-Control, HD Video Recording and Intelligent Resolution to Make Shooting High-Quality Photos Easy</p>  <p>The LUMIX DMC-FH27 shoot high-quality 16.1 megapixel images and combine a 28mm wide-angle*1 LEICA DC lens with a powerful 8x optical zoom to take amazing photos. Redesigned with an easy-to-hold grip and slim and stylish profile, it features a large Intelligent LCD, 720p High Definition (HD) video recording and an advanced iA (Intelligent Auto) for ease of use.</p>  <p>At the core of the LUMIX FH27 is the Venus Engine VI image processor with Intelligent Resolution technology for shooting clear and crisp digital photos and videos. The cameras feature a fast response time with shutter release lag times as short as approximately 0.005 seconds and, by adding Sonic Speed AutoFocus (AF), users can easily capture spur-of-the-moment photos. Using Intelligent Resolution technology, the Intelligent Zoom extends the powerful 8x optical zoom to increase to 10x equivalent without compromising picture quality.</p>","http://www.2cis.com/images/PAN_DMC-FH27_Silver.jpg","1","97.83970000","1.00","","Refurbished",
"PLA","78515-01","Plantronics .Audio 480 Virtual Phone Booth Stereo Earbud Headset","","http://www.2cis.com/images/Plantronics_78515-01.jpg","19","13.37970000","1.00","","New",
"Samsung","HZ30W RB","Samsung HZ30W 12.2 Megapixel, 15x Optical Zoom Digital Camera","","http://www.2cis.com/images/Samsung_HZ30W.jpg","6","128.73970000","1.00","","Refurbished",
"Panasonic","RPHV154","Panasonic RP-HV154 In-Ear Leader Headphones","","http://www.2cis.com/images/PAN_RP-HV154.jpg","3578","5.03670000","1.00","","New",
"Panasonic","DMCFP5K","Panasonic LUMIX DMC-FP5 - 14.1 megapixel, 4x Optical Zoom Digita","","http://www.2cis.com/images/PAN_DMC-FP5_Black.jpg","49","102.98970000","1.00","","New",
"Panasonic","DMCFP5P","Panasonic LUMIX DMC-FP5 - 14.1 megapixel, 4x Optical Zoom Digita","","http://www.2cis.com/images/PAN_DMC-FP5_Pink.jpg","92","102.98970000","1.00","","New",
"Panasonic","TCL42U22","Panasonic TC-L42U22 42"" Class Viera U22 Series 1080p LCD TV","","http://www.2cis.com/images/PAN_TC-L42U22.jpg","3","597.38970000","0.00","","New",
"Panasonic","RPDJS400A","Panasonic RP-DJS400 DJ Street Model Headphones, Blue","","http://www.2cis.com/images/PAN_RP-DJS400_Blue.jpg","115","27.79970000","0.00","","New",
"Haier","HLT71 RB","Haier HLT71 - 7"" Digital Handheld LCD TV","","http://www.2cis.com/images/Haier_HLT71.jpg","189","56.63970000","0.00","","Refurbished",
"Panasonic","KXFA77","Panasonic KX-FA77D Drum Cartridge","Panasonic KX-FA77D Drum Unit for KX-FL501, KX-FL521, KX-FLM551, KX-FLB751 Fax Machines.","http://www.2cis.com/images/PAN_KX-FA77D.jpg","2","87.55000000","3.00","","New",
"Panasonic","KXTVP154","Panasonic KX-TVP154 - PQUP444ZA Modem Circuit Card","","http://www.2cis.com/images/PAN_KX-TVP154","1","51.48970000","2.00","","New",
"HOO","BH50000","Hoover BH50000 LINX Cordless Rechargeable Lithium-Ion Battery, 1","","http://www.2cis.com/images/Hoover_BH50000.jpg","8","56.63970000","0.00","","New",
"Panasonic","ESWD51P","Panasonic ES-WD51P Women's Wet/Dry Washable Epilator, Pink","","http://www.2cis.com/images/PAN_ES-WD51_Pink.jpg","22","68.99970000","2.00","","New",
"Panasonic","TC42PC2 RB","Panasonic TC-42PC2 - 42"" Plasma Tv","","http://www.2cis.com/images/PAN_TC-42PC2.jpg","1","391.38970000","65.00","","Refurbished",
"Panasonic","NIWL600","Panasonic NI-WL600 Concept 360° Freestyle Steam/Dry Iron","","http://www.2cis.com/images/PAN_NI-WL600.jpg","19","82.38970000","5.00","","New",
"Panasonic","RPDJS400Z","Panasonic RP-DJS400 DJ Street Model Headphones, Pink","","http://www.2cis.com/images/PAN_RP-DJS400_Pink.jpg","40","27.79970000","0.00","","New",
"Panasonic","RPHJE450W","Panasonic RP-HJE450 Slimz Inner Earbud Headphones, White","","http://www.2cis.com/images/PAN_RP-HJE450_White.jpg","6","25.73970000","1.00","","New",
"Samsung","PL120BK RB","Samsung DualView PL120 14.2 Megapixel Digital Camera, Black","","http://www.2cis.com/images/Samsung_PL120_Black.jpg","9","82.38970000","1.00","","Refurbished",
"Black&Decker","BNA17BK RB","Black & Decker BNA17 Nucool 1.7 cu. ft. Compact Fridge, Black","","http://www.2cis.com/images/Black_and_Decker_BNA17_Black.jpg","40","72.08970000","29.00","","Refurbished",
"Black&Decker","BNA17WH RB","Black & Decker BNA17 Nucool 1.7 cu. ft. Compact Fridge, White","","http://www.2cis.com/images/Black_and_Decker_BNA17_White.jpg","69","72.08970000","29.00","","Refurbished",
"Panasonic","SRG06FG","Panasonic SR-G06FG Rice Cooker/Steamer with 3.3-Cup Uncooked Ric","","http://www.2cis.com/images/PAN_SR-G06FG.jpg","6","30.88970000","4.00","","New",
"HOO","FH10025","Hoover FH10025 Spot Scrubber Multi-Surface Cleaner","","http://www.2cis.com/images/Hoover_FH10025.jpg","1","72.08970000","14.00","","New",
"HOO","UH30010 RB","Hoover UH30010 Platinum Lightweight Upright Vacuum","<p>The Hoover Platinum Collection Lightweight Bagged Upright removes more dirt from carpet than other lightweight bagged upright models tested.</p>","http://www.2cis.com/images/Hoover_UH30010.jpg","57","111.22970000","28.00","","Refurbished",
"Samsung","WB210 RB","Samsung WB210 - 14.0 Megapixel, 12x Optical Zoom Digital Camera","","http://www.2cis.com/images/Samsung_WB210.jpg","16","102.98970000","1.00","","Refurbished",
"Panasonic","SD4GB","Panasonic RP-SDN04G - SDHC Memory Card","","http://www.2cis.com/images/PAN_RP-SDN04G.jpg","117","6.68470000","0.00","","New",
"HOO","SH10000 RB","Hoover SH10000 Platinum Collection Portable Canister Vacuum Clea","","http://www.2cis.com/images/Hoover_SH10000.jpg","10","48.39970000","10.00","","Refurbished",
"Panasonic","KXTGA401B","Panasonic KX-TGA401B Dect 6.0 Plus accessory handset","","http://www.2cis.com/images/PAN_KX-TGA401B.jpg","13","40.15970000","1.00","","New",
"Panasonic","RPDJS400G","Panasonic RP-DJS400 DJ Street Model Headphones, Green","","http://www.2cis.com/images/PAN_RP-DJS400_Green.jpg","129","27.79970000","1.00","","New",
"Panasonic","RPHX40W","Panasonic RP-HX40 Light Weight On-Ear Monitors Headphones, White","","http://www.2cis.com/images/PAN_RP-HX40_White.jpg","2","24.70970000","1.00","","New",
"Panasonic","RPHXC40K","Panasonic RP-HXC40 Light Weight On Ear Monitors w/iPhone Control","","http://www.2cis.com/images/PAN_RP-HXC40_Black.jpg","10","33.97970000","1.00","","New",
"HOO","WH10200","Hoover WH10200 Air Purifier with TiO2 Technology","","http://www.2cis.com/images/Hoover_WH10200.jpg","23","92.68970000","8.00","","New",
"HOO","WH10400","Hoover WH10400 Air Purifier with TiO2 Technology","","http://www.2cis.com/images/Hoover_WH10400.jpg","5","133.88970000","15.00","","New",
"HOO","WH10600","Hoover WH10600 Air Purifier with TiO2 Technology","","http://www.2cis.com/images/Hoover_WH10600.jpg","18","154.48970000","15.00","","New",
"Panasonic","HMTA1H RB","Panasonic HM-TA1H High Definition Mobile Camera, Gray","","http://www.2cis.com/images/PAN_HM-TA1H.jpg","5","51.48970000","0.00","","Refurbished",
"Panasonic","KXTG4132M RB","Panasonic KX-TG4132M Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4132M.jpg","6","40.15970000","2.00","","Refurbished",
"Panasonic","KXTG4133M RB","Panasonic KX-TG4133M Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4133M.jpg","59","55.60970000","2.00","","Refurbished",
"Panasonic","KXTG4134M RB","Panasonic KX-TG4134M Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4134M.jpg","96","77.23970000","2.00","","Refurbished",
"Panasonic","KXTG6523B RB","Panasonic KX-TG6523B DECT 6.0 Plus Corldess Phones System, Black","","http://www.2cis.com/images/PAN_KX-TG6523B.jpg","3","57.66970000","2.00","","Refurbished",
"Panasonic","KXTG6645B RB","Panasonic KX-TG6645B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG6645B.jpg","88","92.68970000","5.00","","Refurbished",
"LOC","6 PC RED","Lock&Lock HPL816 - 800ml - 6pcs Airtight Storage Container","","http://www.2cis.com/images/LocknLock_HPL816.jpg","6","15.43970000","3.00","","New",
"HOO","UH30300 RB","Hoover UH30300 WindTunnel T-Series Bagged Upright Vacuum Cleaner","<p>Keeping The Standard For Clean Set On HIGH the Hoover brand is proud to introduce the newest member of the WindTunnel T-Series family - the bagged upright model. </p>  <p>This latest addition combines a sleek design with superior, simple-to-use cleaning power at a practical price. The WindTunnel Bagged Upright has intuitive features, such as fingertip controls and a clip below the handle that keeps the cord out of the way while you're cleaning. A 5-position height adjustment knob lets you set the brushroll at the correct height to clean any type of floor easily and efficiently. It also includes an air-powered hand tool and specially designed on-board tools for cleaning tough-to-reach areas. </p>  <p>Requiring minimal maintenance, the WindTunnel Bagged Upright has a bag made with HEPA media and utilizes the Clean Drop Bag System, which lets you dispose of a full bag without ever touching it! </p>  <p>The WindTunnel T-Series vacuums feature patented Hoover WindTunnel technology that removes embedded dirt1 and minimizes blowback or scatter on carpet while offering all the power needed to get floors truly clean. </p>","http://www.2cis.com/images/Hoover_UH30300.jpg","37","77.23970000","21.00","","Refurbished",
"Samsung","ML1865W RB","Samsung ML-1865W Wireless Mono Laser Printer","","http://www.2cis.com/images/Samsung_ML-1865W.jpg","1","55.60970000","12.00","","Refurbished",
"Samsung","PL170BK RB","Samsung PL170 - 16 Megapixels 5x Optical Zoom Digital Camera","","http://www.2cis.com/images/Samsung_PL170.jpg","3","102.98970000","1.00","","Refurbished",
"Samsung","WB700 RB","Samsung WB700 - 14 Megapixel 3.0” LCD Screen Digital Camera","","http://www.2cis.com/images/Samsung_WB700.jpg","1","133.88970000","1.00","","Refurbished",
"Panasonic","EWBU04W","Panasonic EW-BU04W Portable Upper Arm Blood Pressure Monitor","","http://www.2cis.com/images/PAN_EWBU04W.jpg","22","51.48970000","2.00","","New",
"HOO","AH30000","Hoover AH30000 Platinum Collection Professional Strength Instant","","http://www.2cis.com/images/Hoover_AH30000.jpg","11","14.93500000","2.00","","New",
"Panasonic","RPHX40A","Panasonic RP-HX40 Light Weight On-Ear Monitors Headphones, White","","http://www.2cis.com/images/PAN_RP-HX40_White.jpg","3","24.70970000","0.00","","New",
"FLUKE","1577","Fluke 1577 Insulation Multimeters","","http://www.2cis.com/images/Fluke_1577.jpg","2","463.48970000","5.00","","New",
"Philips","PD9030 RB","Philips PD9030 Portable DVD Player PD9030 23 cm/9"" LCD 5-hr play","","http://www.2cis.com/images/Philips_PD9030.jpg","3","77.23970000","4.00","","Refurbished",
"Uniden","DECT15804WXT RB","Uniden DECT15804WXT DECT 6.0 Cordless Digital Answering System","","http://www.2cis.com/images/Uniden_DECT1580-4WXT.jpg","55","68.99970000","4.00","","Refurbished",
"Uniden","DECT1660 RB","Uniden DECT1660 DECT 6.0 Cordless Telephone With Calle","","http://www.2cis.com/images/Uniden_DECT1660.jpg","565","19.55970000","1.00","","Refurbished",
"Uniden","DECT1680 RB","Uniden DECT1680 DECT 6.0 Cordless Telephone with Answering Syste","","http://www.2cis.com/images/Uniden_DECT1680.jpg","95","20.58970000","0.00","","Refurbished",
"Uniden","DECT16802 RB","Uniden DECT1680-2 DECT 6.0 Cordless Telephone with Answering Sys","","http://www.2cis.com/images/Uniden_DECT1680-2.jpg","1","28.82970000","0.00","","Refurbished",
"Panasonic","RPHX40PW","Panasonic RP-HX40 Light Weight On-Ear Monitors Headphones, Pink","","http://www.2cis.com/images/PAN_RP-HX40_Pink.jpg","5","24.70970000","1.00","","New",
"Panasonic","ERCA35K","Panasonic ER-CA35 Rechargeable and Washable Men's Hair Clipper, ","","http://www.2cis.com/images/PAN_ER-CA3_Black.jpg","2","44.27970000","2.00","","New",
"Panasonic","ES246AC","Panasonic ES246AC Progressions Bikini Shaper and Trimmer","","http://www.2cis.com/images/PAN_ES246A.jpg","3","21.61970000","1.00","","New",
"Panasonic","KXTG6641B","Panasonic KX-TG6641B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG6641B.jpg","300","64.87970000","0.00","","New",
"Samsung","HZ10W RB","Samsung HZ10W - 10.2 Megapixel, 10x Optical Zoom Digital Camera,","","http://www.2cis.com/images/Samsung_HZ10W.jpg","1","123.58970000","0.00","","Refurbished",
"Panasonic","HDCHS900K RB","Panasonic HDC-HS900K Advanced 3MOS System HDD Camcorder","","http://www.2cis.com/images/PAN_HDC-HS900.jpg","1","875.48970000","3.00","","Refurbished",
"Panasonic","SCHTB500 RB","Panasonic SC-HTB500 Sound Bar Home Theater System with Wireless ","","http://www.2cis.com/images/PAN_SC-HTB500.jpg","1","175.08970000","30.00","","Refurbished",
"JVC","UXF3B RB","JVC UX-F3B CD Micro Component System with Dual Ipod Dock","","http://www.2cis.com/images/JVC_UX-F3B.jpg","32","102.98970000","0.00","","Refurbished",
"JVC","UXLP5 RB","JVC UX-LP5 CD Micro Component System Featuring ""Flip Dock"" for i","","http://www.2cis.com/images/JVC_UX-LP5.jpg","71","92.68970000","0.00","","Refurbished",
"JVC","RDN1 RB","JVC RD-N1 Micro System with CD Clock Radio and Ipod Dock","","http://www.2cis.com/images/JVC_RD-N1.jpg","53","49.42970000","0.00","","Refurbished",
"FLUKE","177","Fluke 177 Series Digital Multimeters","","http://www.2cis.com/images/Fluke_177.jpg","2","267.78970000","0.00","","New",
"FLUKE","289","Fluke 289 True-rms Industrial Logging Multimeter with TrendCaptu","","http://www.2cis.com/images/Fluke_289.jpg","1","463.48970000","0.00","","New",
"HONEYWELL","HZ709 RB","Honeywell HZ-709 Oil Filled Radiator Heater","","http://www.2cis.com/images/Honeywell_HZ-709.jpg","1","51.48970000","10.00","","Refurbished",
"KEUIRG","B40 RB","Keurig B40 Gourmet Single-Cup Elite Brewer","","http://www.2cis.com/images/Keurig_B40.jpg","1","82.38970000","0.00","","Refurbished",
"LASKO","5805 RB","Lasko 5805 Cyclonic Ceramic Heater","","http://www.2cis.com/images/Lasko_5805.jpg","10","51.48970000","7.00","","Refurbished",
"Panasonic","DMWBCF10","Panasonic DMW-BCF10 ID Secured Battery for select LUMIX Digital ","","http://www.2cis.com/images/PAN_DMW-BCF10.jpg","5","39.12970000","1.00","","New",
"Panasonic","DMWBCG10","Panasonic DMW-BCG10 ID Secured Battery for select LUMIX Digital ","","http://www.2cis.com/images/PAN_DMW-BCG10.jpg","8","39.12970000","0.00","","New",
"Panasonic","DMWBCH7","Panasonic DMW-BCH7 Lithium-Ion Battery for Panasonic Lumix Camer","","http://www.2cis.com/images/PAN_DMW-BCH7.jpg","5","39.12970000","0.00","","New",
"Panasonic","DMWBCJ13","Panasonic DMW-BCJ13 Lithium-Ion Battery for select Panasonic Lum","","http://www.2cis.com/images/PAN_DMW-BCJ13.jpg","2","39.12970000","0.00","","New",
"Panasonic","ES2291DT","Panasonic ES2291DT Close Curves Wet/Dry Ladies Shaver with Pop-u","","http://www.2cis.com/images/PAN_ES2291DT.jpg","61","18.52970000","0.00","","New",
"Panasonic","VWVBG6","Panasonic VW-VBG6 Rechargeable Lithium Ion Battery Pack. Only fo","","http://www.2cis.com/images/PAN_VW-VBG6.jpg","3","147.27970000","1.00","","New",
"Panasonic","VWVBK180","Panasonic VW-VBK180 Rechargeable Lithium Ion Battery Pack","","http://www.2cis.com/images/PAN_VW-VBK180.jpg","3","60.75970000","1.00","","New",
"Panasonic","VWVBL090","Panasonic VW-VBL090 Rechargeable Lithium Ion Battery Pack","","http://www.2cis.com/images/PAN_VW-VBL090.jpg","15","46.33970000","0.00","","New",
"Samsung","PL210BL RB","Samsung PL210 Slimmest and Affordable 10x Optical Zoom Camera, B","","http://www.2cis.com/images/Samsung_PL210_Blue.jpg","29","87.53970000","4.00","","Refurbished",
"Samsung","PL210SL RB","Samsung PL210 Slimmest and Affordable 10x Optical Zoom Camera, S","","http://www.2cis.com/images/Samsung_PL210_Silver.jpg","4","82.38970000","1.00","","Refurbished",
"Sunbeam","SFH111 RB","Sunbeam SFH111 Compact Heater Fan","","http://www.2cis.com/images/Sunbeam_SFH111.jpg","245","19.55970000","3.00","","Refurbished",
"Turtle Beach","X11 RB","Turtle Beach X11 Ear Force Headphones FG","","http://www.2cis.com/images/TurtleBeach_X11.jpg","134","36.03970000","1.00","","Refurbished",
"Turtle Beach","X31 RB","Turtle Beach Ear Force X31 Gaming Headset for Xbox 360","","http://www.2cis.com/images/TurtleBeach_X31.jpg","93","53.54970000","2.00","","Refurbished",
"Black&Decker","BCF27B RB","Black & Decker BCF27 Compact Refrigerator 2.7 Cu Ft Capacity, Bl","","http://www.2cis.com/images/Black_and_Decker_BCF27_Black.jpg","1","87.53970000","46.00","","Refurbished",
"LG","32LK330 RB","LG 32LK330 - 32"" Class 720P 60Hz LCD HDTV","<p><b>LG 32LK330 Televisions<br/>  32&quot; Class LCD HDTV (31.5&quot; diagonal)</b></p>  <p>Move into the entertainment experience you've been waiting for with the LK330 LCD HDTV. Everything looks crisper, more vibrant, and more colorful on an HDTV. It's about time your entertainment stepped up to meet your expectations.</p>","http://www.2cis.com/images/LG_32LK330.jpg","1","278.08970000","26.00","","Refurbished",
"Parrot","PMK5800","Parrot PMK5800 Bluetooth hands free car kit with FM transmitter","","http://www.2cis.com/images/Parrot_PMK5800.jpg","151","33.97970000","1.00","","New",
"Samsung","ML2152W RB","Samsung ML-2152W Laser Printer","","http://www.2cis.com/images/Samsung_ML-2152W.jpg","1","77.23970000","0.00","","Refurbished",
"APL","MC525LL RB","Apple MC525LL - 8GB iPod nano 6th Generation, Silver","","http://www.2cis.com/images/Apple_MC525LL_Silver.jpg","1","92.68970000","0.00","","Refurbished",
"APL","MC689LL RB","Apple MC689LL - 8GB iPod nano 6th Generation, Blue","","http://www.2cis.com/images/Apple_MC689LL_Blue.jpg","2","92.68970000","0.00","","Refurbished",
"Emerson","LC320 RB","Emerson LC320EM2 32"" Class LCD 720p 60Hz HDTV","","http://www.2cis.com/images/Emerson_LC320EM2.jpg","2","267.78970000","23.00","","Refurbished",
"Mr. Coffee","BVMCPSTX91 RB","Mr. Coffee BVMC-PSTX91 Optimal Brew 10-Cup Thermal Coffeemaker","","http://www.2cis.com/images/Mr.Coffee_BVMCPSTX91.jpg","52","51.48970000","11.00","","Refurbished",
"Sanyo","VPCGH4 RB","Sanyo VPC-GH4 Full HD 1080 Video and 10MP Digital Photos with 10","","http://www.2cis.com/images/Sanyo_VPC-GH4.jpg","1","108.13970000","0.00","","Refurbished",
"Philips","PT902/37","Philips PT902/37 Portable TV 9"" LCD 3hr playtime DTV","","http://www.2cis.com/images/Philips_PT902-37.jpg","1","96.80970000","3.00","","New",
"Casio","LK230 RB","Casio LK-230 - 61 Key Portable Keyboard with Lighted Keys","The LK-230 from Casio is a portable electronic keyboard with 61 lighted keys. Every key illuminates when played, and the built-in lessons utilize this functionality to visually assist you on the keyboard. It's a surprisingly fun way to learn how to play music. The LK-230 comes with a huge library of 400 playable tones, 150 beats and rhythms, and 110 songs. It's an inexpensive, feature-rich instrument that's great for learning, serious playing, and for just having a lot of fun with music. There are multiple reverb effects built into the LK-230 to sweeten the sound. You can even plug in the included microphone to amplify your voice to sing along as you play. A built-in sampler lets you record up to 10 seconds of audio with the microphone. A standard mini-plug stereo input lets you plug in an MP3 player to jam out with your favorite music. A large, easy-to-read display is prominently placed on the LK-230, so you will know what mode the keyboard is in at all times. The integrated USB port can be connected to a computer to transfer MIDI data. The LK-230 can operate via AC power or by 6 standard zinc-carbon or alkaline AA batteries (AC adapter and batteries not included).","http://www.2cis.com/images/Casio_LK-230.jpg","383","97.83970000","13.00","","Refurbished",
"HOO","FH50220","Hoover FH50220 Max Extract 60 Pressure Pro Carpet Deep Cleaner","","http://www.2cis.com/images/Hoover_FH50220.jpg","1","205.98970000","28.00","","New",
"Casio","LK110 RB","Casio LK-110 Electronic Keyboard Key Lighting / Midi","","http://www.2cis.com/images/Casio_LK-110.jpg","23","85.47970000","14.00","","Refurbished",
"DIR","PD20000B","Dirt Devil PD20000B Steam Mop with Bonus Pads & Glide","","http://www.2cis.com/images/DirtDevil_PD20000B.jpg","89","41.18970000","8.00","","New",
"Panasonic","DEA79B","Panasonic DE-A79B Replacement Battery Charger for DMW-BLC12","","http://www.2cis.com/images/PAN_DE-A79B.jpg","1","40.80860000","0.00","","New",
"Panasonic","EH2331P","Panasonic EH2331P Heated Eyelash Curler","","http://www.2cis.com/images/PAN_EH2331P.jpg","46","24.70970000","0.00","","New",
"RCA","RS22162 RB","RCA RS22162 5-Disc CD Audio System with AM/FM Radio","","http://www.2cis.com/images/RCA_RS22162.jpg","31","61.78970000","13.00","","Refurbished",
"Samsung","ST700BK RB","Samsung ST700 DualView 16.1 Megapixel Digital Camera, Black","","http://www.2cis.com/images/img150_samsungst700.jpg","2","139.03970000","1.00","","Refurbished",
"Sanyo","DP46848 RB","Sanyo DP46848 - 46"" Class Full-HD 1080p LCD HDTV with Digital Tu","","http://www.2cis.com/images/Sanyo_DP46848.jpg","1","617.98970000","66.00","","Refurbished",
"Sanyo","VPCSH1B RB","Sanyo VPC-SH1 Video Camcorder - 20x optical, 10MP, 1080 HD Video","","http://www.2cis.com/images/Sanyo_VPC-SH1_Black.JPG","1","164.78970000","0.00","","Refurbished",
"Panasonic","DMCGF2CK RB","Panasonic DMC-GF2CK - 12.10 Megapixels Compact System with 14mm ","<p>GF2C Compact System Camera. DSLR Quality, Lightweight, Compact, With Intuitive Point-to-Shoot LCD Touch Control.</p>  <ul>      <li>14mm F2.5 Lens Kit </li>      <li>Smaller, Lighter Interchangeable Lenses </li>      <li>1080/60i HD Video (Stereo Sound) </li>      <li>3D Lens Ready </li>  </ul>","http://www.2cis.com/images/PAN_DMC-GF2CK.jpg","1","473.78970000","3.00","","Refurbished",
"Panasonic","DMCZS8S RB","Panasonic DMC-ZS8 - 14.1 Megapixel, 16x Optical Zoom Digital Cam","","http://www.2cis.com/images/PAN_DMC-ZS8_Silver.jpg","1","161.69970000","2.00","","Refurbished",
"Panasonic","CGAS106B","Panasonic CGA-S/106B ID Secured Battery","","http://www.2cis.com/images/PAN_CGA-S106B.jpg","167","13.37970000","0.00","","New",
"Panasonic","DEA59","Panasonic DE-A59 Battery Charger for Lumix DMW-BCF10 Batteries","","http://www.2cis.com/images/PAN_DE-A59.jpg","105","13.37970000","0.00","","New",
"Memorex","MVD2059 RB","20"" Flat TV/DVD","","http://www.2cis.com/images/IMG_2423.JPG","12","87.53970000","30.00","","Refurbished",
"Panasonic","MCCG902","Panasonic MC-CG902 Canister Vacuum with HEPA Filter","","http://www.2cis.com/images/PAN_MC-CG902.JPG","6","205.98970000","26.00","","New",
"Panasonic","MCCG917","Panasonic MC-CG917 Canister Vacuum Cleaner w/OptiFlow","<ul>      <li>HEPA Filter </li>      <li>Air Turbine Brush </li>      <li>Powerful 12-Amp Motor </li>      <li>Tools on Board </li>      <li>4-Position Carpet Height Adjustment </li>  </ul>","http://www.2cis.com/images/PAN_MC-CG917.jpg","1","242.03970000","28.00","","New",
"General Electric","169209 RB","GE 169209 - 12-Cup Gourmet Coffee Maker","","http://www.2cis.com/images/GE_169209.jpg","6","29.85970000","7.00","","Refurbished",
"Samsung","CLX6250FX RB","Samsung CLX-6250FX Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_CLX-6250FX.jpg","11","381.08970000","95.00","","Refurbished",
"Panasonic","DMPBD75 RB","Panasonic DMP-BD75 Ultra-Fast Booting Blue Ray Player","","http://www.2cis.com/images/PAN_DMP-BD75.jpg","1","66.93970000","5.00","","Refurbished",
"Panasonic","SCHT230 RB","Panasonic SC-HT230 Complete Home Theater Audio System","","http://www.2cis.com/images/PAN_SC-HT230.jpg","1","133.88970000","25.00","","Refurbished",
"Panasonic","TYEW3D10MK1 RB","Panasonic TY-EW3D10MK1 3D Starter Kit","","http://www.2cis.com/images/PAN_TY-EW3D10MK1.jpg","1","144.18970000","2.00","","Refurbished",
"Panasonic","NIW750TS","Panasonic NI-W750TS Concept 360° Quick Steam/Dry Iron with Curve","","http://www.2cis.com/images/PAN_NI-W750TS.jpg","412","37.06970000","7.00","","New",
"Panasonic","KXTG7624SK RB","Panasonic KX-TG7624SK Cordless Phone Link-to-Cell Bluetooth Answ","","http://www.2cis.com/images/PAN_KX-TG7624SK.jpg","171","72.08970000","4.00","","Refurbished",
"Panasonic","MCUG471","Panasonic MC-UG471 Upright Vacuum with Cord Reel","","http://www.2cis.com/images/PAN_MC-UG471.jpg","41","102.98970000","25.00","","New",
"Panasonic","KXTG6592T RB","Panasonic KX-TG6592T Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG6592T.jpg","4","51.48970000","3.00","","Refurbished",
"Panasonic","KXTG6633B RB","Panasonic KX-TG6633B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG6633B.jpg","2","61.78970000","4.00","","Refurbished",
"Panasonic","KXTG7622B RB","Panasonic KX-TG7622B Link-to-cell Bluetooth Cellular Convergence","","http://www.2cis.com/images/PAN_KX-TG7622B.jpg","96","51.48970000","3.00","","Refurbished",
"Panasonic","KXTG7623B RB","Panasonic KX-TG7623B Link-to-cell Bluetooth Cellular Convergence","","http://www.2cis.com/images/PAN_KX-TG7623B.jpg","183","65.90970000","3.00","","Refurbished",
"Panasonic","MCUL815","Panasonic MC-UL815 Bagless Upright Vacuum Cleaner with Swivel St","","http://www.2cis.com/images/PAN_MC-UL815.jpg","2","149.33970000","22.00","","New",
"Panasonic","WES9068PC","Panasonic WES9068PC Inner Blade for Vortex Shavers","","http://www.2cis.com/images/PAN_WES9068PC.jpg","3","13.89470000","1.00","","New",
"Panasonic","WES9165PC","Panasonic WES9165PC Replacement Foil for Panasonic Men's Shaver ","","http://www.2cis.com/images/PAN_WES9165PC.jpg","10","38.09970000","2.00","","New",
